Angular field frequency / N (m3/s)        0.1500E-13
Gas temperature (K)                        3000.    
Ionization degree                          0.000    
Electron density (1/m3)                   0.5000E+19
Wave number / N (m2)                       0.000    
Longitudinal diffusion                     0.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           100.0    
Grid type                                  3.000    
Precision                                 0.1000E-12
Convergence                               0.1000E-04
Maximum # of iterations                    100.0    
Mole fraction Ar                          0.9800    
Mole fraction H                            0.000    
Mole fraction H2                          0.2000E-01


Energy (eV) 	Electric field / N (Td)                                         
12.77	0.7095E+25
13.07	0.7229E+25
13.38	0.7382E+25
13.71	0.7531E+25
14.03	0.7689E+25
14.36	0.7839E+25
14.72	0.8019E+25
15.09	0.8191E+25
15.45	0.8370E+25
15.82	0.8543E+25
16.22	0.8737E+25
16.62	0.8930E+25
17.04	0.9135E+25
17.46	0.9338E+25
17.89	0.9555E+25
18.34	0.9764E+25
18.80	0.9992E+25
19.28	0.1023E+26
19.74	0.1044E+26
20.24	0.1069E+26
20.76	0.1095E+26
21.27	0.1119E+26
21.80	0.1144E+26
22.35	0.1172E+26
22.92	0.1200E+26
23.47	0.1225E+26
24.06	0.1254E+26
24.67	0.1284E+26
25.28	0.1314E+26
25.89	0.1344E+26
26.52	0.1374E+26
27.19	0.1408E+26
27.88	0.1442E+26


Energy (eV)	Imaginary mobility x N (1/m/V/s)
0.9224E-01	-0.1157E+26
0.1664	-0.1143E+26
0.7690	-0.6756E+25
1.725	-0.2416E+25
3.104	-0.8002E+24
4.206	-0.3846E+24
4.786	-0.2787E+24
5.127	-0.2310E+24
5.373	-0.1978E+24
5.578	-0.1728E+24
5.762	-0.1539E+24
5.935	-0.1398E+24
6.099	-0.1292E+24
6.258	-0.1210E+24
6.412	-0.1142E+24
6.563	-0.1084E+24
6.711	-0.1032E+24
6.857	-0.9850E+23
7.002	-0.9401E+23
7.146	-0.8979E+23
7.290	-0.8568E+23
7.435	-0.8182E+23
7.582	-0.7808E+23
7.730	-0.7458E+23
7.880	-0.7127E+23
8.034	-0.6813E+23
8.191	-0.6515E+23
8.350	-0.6228E+23
8.515	-0.5966E+23
8.683	-0.5718E+23
8.856	-0.5483E+23
9.034	-0.5265E+23
9.217	-0.5058E+23
9.405	-0.4860E+23
9.602	-0.4688E+23
9.800	-0.4511E+23
10.01	-0.4362E+23
10.22	-0.4209E+23
10.44	-0.4075E+23
10.67	-0.3941E+23
10.91	-0.3823E+23
11.15	-0.3707E+23
11.40	-0.3599E+23
11.66	-0.3497E+23
11.92	-0.3404E+23
12.20	-0.3315E+23
12.48	-0.3229E+23
12.77	-0.3153E+23
13.07	-0.3072E+23
13.38	-0.3005E+23
13.71	-0.2939E+23
14.03	-0.2873E+23
14.36	-0.2803E+23
14.72	-0.2756E+23
15.09	-0.2702E+23
15.45	-0.2648E+23
15.82	-0.2589E+23
16.22	-0.2542E+23
16.62	-0.2500E+23
17.04	-0.2459E+23
17.46	-0.2415E+23
17.89	-0.2369E+23
18.34	-0.2330E+23
18.80	-0.2296E+23
19.28	-0.2260E+23
19.74	-0.2217E+23
20.24	-0.2186E+23
20.76	-0.2159E+23
21.27	-0.2120E+23
21.80	-0.2089E+23
22.35	-0.2062E+23
22.92	-0.2033E+23
23.47	-0.1997E+23
24.06	-0.1973E+23
24.67	-0.1949E+23
25.28	-0.1923E+23
25.89	-0.1892E+23
26.52	-0.1866E+23
27.19	-0.1848E+23
27.88	-0.1831E+23


Energy (eV)	Total collision freq. / N (m3/s)
0.9224E-01	0.1962E-14
0.1664	0.1802E-14
0.7690	0.7843E-14
1.725	0.2340E-13
3.104	0.5470E-13
4.206	0.8543E-13
4.786	0.1032E-12
5.127	0.1139E-12
5.373	0.1216E-12
5.578	0.1279E-12
5.762	0.1334E-12
5.935	0.1384E-12
6.099	0.1430E-12
6.258	0.1473E-12
6.412	0.1514E-12
6.563	0.1552E-12
6.711	0.1589E-12
6.857	0.1623E-12
7.002	0.1656E-12
7.146	0.1688E-12
7.290	0.1718E-12
7.435	0.1747E-12
7.582	0.1776E-12
7.730	0.1804E-12
7.880	0.1831E-12
8.034	0.1858E-12
8.191	0.1884E-12
8.350	0.1910E-12
8.515	0.1936E-12
8.683	0.1961E-12
8.856	0.1986E-12
9.034	0.2011E-12
9.217	0.2036E-12
9.405	0.2060E-12
9.602	0.2085E-12
9.800	0.2109E-12
10.01	0.2133E-12
10.22	0.2157E-12
10.44	0.2181E-12
10.67	0.2204E-12
10.91	0.2227E-12
11.15	0.2251E-12
11.40	0.2273E-12
11.66	0.2296E-12
11.92	0.2319E-12
12.20	0.2341E-12
12.48	0.2363E-12
12.77	0.2386E-12
13.07	0.2407E-12
13.38	0.2429E-12
13.71	0.2451E-12
14.03	0.2471E-12
14.36	0.2491E-12
14.72	0.2513E-12
15.09	0.2535E-12
15.45	0.2554E-12
15.82	0.2573E-12
16.22	0.2593E-12
16.62	0.2614E-12
17.04	0.2634E-12
17.46	0.2653E-12
17.89	0.2671E-12
18.34	0.2690E-12
18.80	0.2709E-12
19.28	0.2727E-12
19.74	0.2745E-12
20.24	0.2763E-12
20.76	0.2781E-12
21.27	0.2798E-12
21.80	0.2815E-12
22.35	0.2833E-12
22.92	0.2849E-12
23.47	0.2865E-12
24.06	0.2882E-12
24.67	0.2898E-12
25.28	0.2914E-12
25.89	0.2929E-12
26.52	0.2944E-12
27.19	0.2960E-12
27.88	0.2975E-12


Energy (eV)	Effect. momentum freq. / N (m3/s)
0.9224E-01	0.1616E-14
0.1664	0.1849E-14
